age,workclass,educational-num,marital-status,occupation,relationship,hours-per-week,is_Male,income >50K,is_White,from_USA,gained-capital
46,Private,9,Widowed/Separated,Specialized Services,Shared Housing,40,0,0,1,1,0
40,Private,13,Married,Professional,Husband,60,1,1,1,1,0
29,Government,13,Married,Management,Husband,40,1,1,1,1,1
39,Private,12,Married,Public Safety,Husband,60,1,0,0,1,0
31,Private,9,Never-married,Management,Child,60,1,0,1,1,0
50,Government,14,Widowed/Separated,Management,Shared Housing,70,0,0,1,1,1
31,Government,13,Never-married,Professional,Shared Housing,40,0,0,1,1,0
27,Private,10,Married,Specialized Services,Husband,45,1,0,1,1,0
27,Private,10,Never-married,Simple Services,Shared Housing,25,1,0,0,1,0
28,Private,13,Never-married,Professional,Shared Housing,20,0,0,1,1,0
21,Private,9,Never-married,Simple Services,Child,30,0,0,0,1,0
57,Government,13,Widowed/Separated,Management,Shared Housing,40,1,0,1,1,0
56,Government,14,Widowed/Separated,Professional,Shared Housing,40,0,0,1,1,0
48,Private,1,Widowed/Separated,Simple Services,Single,40,0,0,1,0,0
36,Self Employed,10,Widowed/Separated,Sales,Single,55,1,0,0,1,0
51,Private,8,Married,Simple Services,Husband,40,1,0,1,1,0
39,Government,12,Never-married,Simple Services,Shared Housing,48,1,0,1,1,0
43,Private,9,Married,Simple Services,Husband,70,1,1,1,1,0
51,Government,9,Married,Simple Services,Husband,40,1,0,1,1,0
43,Government,9,Married,Professional,Husband,40,1,0,1,1,0
44,Private,14,Married,Professional,Husband,40,1,1,1,1,1
35,Private,9,Widowed/Separated,Management,Single,50,0,0,1,1,0
40,Private,9,Married,Professional,Husband,40,1,1,1,1,0
39,Private,6,Widowed/Separated,Simple Services,Child,12,0,0,0,1,0
23,Private,1,Never-married,Simple Services,Child,15,0,0,1,1,0
26,Private,7,Married,Simple Services,Husband,40,1,0,1,1,0
25,Government,9,Never-married,Professional,Child,40,0,0,0,1,0
29,Private,10,Widowed/Separated,Simple Services,Shared Housing,42,1,0,0,1,0
30,Private,9,Never-married,Simple Services,Shared Housing,45,1,0,1,1,0
57,Government,13,Married,Administrative,Husband,40,1,0,0,0,0
37,Self Employed,11,Married,Sales,Husband,40,1,1,1,1,0
39,Private,13,Married,Sales,Husband,48,1,1,1,1,1
37,Private,14,Never-married,Management,Shared Housing,40,0,1,1,1,0
21,Private,10,Never-married,Sales,Child,16,0,0,1,1,0
25,Government,10,Married,Administrative,Wife,40,0,0,0,1,0
61,Government,9,Widowed/Separated,Administrative,Single,40,0,0,0,1,0
59,Private,9,Married,Administrative,Husband,15,1,0,1,1,1
28,Private,9,Never-married,Simple Services,Child,40,1,0,1,1,0
24,Private,10,Never-married,Administrative,Single,40,0,0,1,1,0
47,Private,9,Married,Simple Services,Husband,40,1,1,1,0,0
29,Private,9,Married,Simple Services,Husband,80,1,0,1,1,0
49,Self Employed,5,Widowed/Separated,Simple Services,Shared Housing,20,0,0,1,1,0
41,Government,13,Widowed/Separated,Professional,Single,35,0,0,1,1,0
33,Private,10,Never-married,Management,Shared Housing,40,0,0,0,1,0
40,Private,16,Married,Professional,Wife,20,0,1,1,1,0
32,Private,10,Widowed/Separated,Simple Services,Shared Housing,16,1,0,1,1,0
48,Private,13,Widowed/Separated,Sales,Shared Housing,40,1,1,0,1,0
24,Private,10,Never-married,Sales,Child,40,0,0,1,1,0
50,Private,11,Married,Specialized Services,Husband,38,1,1,1,1,0
31,Government,9,Never-married,Public Safety,Shared Housing,40,1,0,0,1,0
23,Private,11,Married,Specialized Services,Husband,55,1,1,1,1,0
35,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
50,Government,9,Married,Public Safety,Husband,40,1,0,1,1,0
39,Private,5,Widowed/Separated,Simple Services,Shared Housing,50,1,0,1,1,0
52,Private,4,Married,Simple Services,Husband,48,1,0,1,0,0
44,Private,9,Married,Professional,Husband,80,1,0,1,1,0
43,Private,13,Married,Professional,Husband,50,1,1,1,1,0
39,Private,9,Married,Professional,Husband,40,1,0,1,1,0
33,Private,4,Never-married,Professional,Shared Housing,40,1,1,1,0,0
31,Private,14,Never-married,Management,Shared Housing,40,1,1,1,1,0
40,Self Employed,10,Married,Professional,Wife,40,0,1,1,1,0
28,Government,15,Married,Professional,Husband,40,1,0,1,1,0
19,Private,8,Never-married,Professional,Shared Housing,25,0,0,0,0,0
35,Private,11,Married,Specialized Services,Husband,50,1,0,1,1,0
44,Private,13,Married,Professional,Husband,60,1,0,1,1,0
40,Self Employed,13,Married,Administrative,Husband,40,1,0,1,0,0
20,Private,10,Never-married,Administrative,Child,35,0,0,1,1,0
55,Private,9,Widowed/Separated,Specialized Services,Single,48,1,1,0,1,0
30,Private,4,Widowed/Separated,Simple Services,Shared Housing,35,1,0,1,1,0
38,Private,9,Married,Sales,Husband,55,1,1,1,1,0
75,Private,9,Married,Sales,Husband,20,1,0,1,1,1
17,Private,7,Never-married,Simple Services,Child,15,1,0,1,1,0
20,Private,10,Never-married,Sales,Child,30,1,0,1,1,0
25,Private,12,Never-married,Specialized Services,Shared Housing,30,1,0,1,1,0
27,Private,13,Married,Sales,Husband,45,1,0,1,1,0
19,Private,10,Never-married,Sales,Child,20,0,0,1,1,0
21,Private,10,Married,Sales,Wife,40,0,0,0,1,0
19,Private,10,Never-married,Simple Services,Child,20,1,0,1,1,0
42,Private,10,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
28,Private,6,Married,Specialized Services,Husband,36,1,0,1,1,0
47,Self Employed,10,Married,Specialized Services,Husband,40,1,1,1,0,0
59,Private,10,Widowed/Separated,Simple Services,Single,32,0,0,1,1,0
50,Private,9,Married,Specialized Services,Husband,40,1,1,1,1,0
48,Self Employed,9,Married,Management,Husband,80,1,0,1,1,0
33,Government,9,Married,Public Safety,Husband,40,1,0,1,1,0
27,Private,12,Never-married,Sales,Shared Housing,40,0,0,1,1,0
45,Private,16,Never-married,Professional,Shared Housing,30,1,1,1,1,1
24,Private,4,Never-married,Sales,Child,40,1,0,1,1,0
31,Private,9,Married,Administrative,Wife,40,0,1,1,1,0
24,Private,3,Never-married,Professional,Shared Housing,40,1,0,0,0,0
29,Private,9,Never-married,Management,Shared Housing,40,1,0,1,1,0
24,Private,9,Never-married,Simple Services,Child,30,1,0,1,1,0
24,Private,13,Never-married,Administrative,Shared Housing,30,0,0,1,1,0
28,Private,10,Never-married,Management,Shared Housing,45,0,0,0,0,0
36,Government,10,Married,Simple Services,Husband,50,1,0,1,1,0
58,Government,4,Married,Simple Services,Husband,40,1,0,1,1,0
51,Private,10,Widowed/Separated,Management,Shared Housing,36,0,0,1,1,0
42,Private,10,Married,Specialized Services,Husband,50,1,1,1,1,0
39,Private,10,Married,Simple Services,Husband,40,1,0,1,1,0
26,Private,13,Never-married,Professional,Child,40,0,0,0,1,0
39,Private,10,Never-married,Specialized Services,Shared Housing,40,1,0,1,1,0
28,Private,13,Never-married,Professional,Shared Housing,45,1,0,1,1,0
51,Private,13,Married,Professional,Husband,40,1,1,0,1,1
45,Private,13,Married,Management,Single,40,1,0,1,1,0
45,Private,11,Married,Specialized Services,Husband,40,1,0,1,1,0
23,Government,13,Never-married,Professional,Shared Housing,40,0,0,1,1,0
38,Private,10,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
38,Private,7,Married,Simple Services,Child,36,1,0,1,0,0
39,Private,10,Married,Simple Services,Husband,40,1,0,1,1,0
52,Private,11,Never-married,Professional,Shared Housing,50,1,0,1,1,0
17,Private,8,Never-married,Sales,Child,6,0,0,1,1,0
31,Private,13,Married,Management,Husband,50,1,0,1,1,0
22,Private,9,Never-married,Simple Services,Child,24,1,0,0,1,0
47,Government,9,Widowed/Separated,Administrative,Single,38,0,0,1,1,1
28,Private,10,Never-married,Administrative,Shared Housing,40,0,0,1,1,0
41,Private,9,Married,Simple Services,Husband,50,1,1,1,1,0
29,Private,14,Never-married,Professional,Shared Housing,42,1,0,0,1,0
42,Self Employed,15,Widowed/Separated,Professional,Single,60,1,1,1,1,0
52,Government,10,Married,Administrative,Husband,40,1,0,1,1,0
35,Private,13,Never-married,Professional,Shared Housing,40,0,0,1,1,0
28,Private,12,Never-married,Administrative,Child,40,0,0,1,1,0
46,Private,14,Married,Professional,Husband,46,1,1,1,1,1
45,Government,9,Married,Administrative,Single,40,0,0,0,1,0
21,Private,9,Never-married,Simple Services,Child,40,1,0,1,1,0
74,Private,6,Married,Administrative,Husband,20,1,0,1,1,0
29,Private,9,Married,Simple Services,Shared Housing,40,1,0,1,1,0
39,Government,9,Widowed/Separated,Administrative,Single,40,0,0,1,1,0
44,Private,10,Married,Specialized Services,Husband,45,1,1,1,1,1
23,Self Employed,13,Never-married,Professional,Shared Housing,40,1,0,1,1,0
32,Government,12,Widowed/Separated,Management,Shared Housing,40,0,0,0,1,0
43,Private,9,Widowed/Separated,Management,Shared Housing,30,0,1,1,1,0
23,Private,1,Never-married,Simple Services,Shared Housing,40,0,0,0,0,0
18,Private,10,Never-married,Administrative,Child,38,0,0,1,1,0
38,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
33,Private,13,Widowed/Separated,Professional,Shared Housing,35,1,0,1,1,1
19,Self Employed,10,Never-married,Simple Services,Child,35,0,0,0,0,0
23,Private,10,Never-married,Simple Services,Shared Housing,40,1,0,1,1,1
37,Private,9,Widowed/Separated,Specialized Services,Child,45,1,0,1,1,0
25,Private,9,Never-married,Professional,Child,40,1,0,1,1,0
45,Private,8,Married,Administrative,Wife,40,0,1,0,1,1
32,Private,13,Never-married,Administrative,Shared Housing,48,0,0,1,1,0
18,Self Employed,7,Never-married,Specialized Services,Child,40,1,0,1,1,0
25,Private,9,Never-married,Simple Services,Single,40,1,0,1,0,0
53,Private,10,Married,Specialized Services,Husband,40,1,0,1,1,0
33,Private,16,Married,Professional,Husband,60,1,1,1,1,0
27,Private,13,Never-married,Specialized Services,Shared Housing,45,1,0,1,1,0
24,Government,9,Married,Public Safety,Husband,40,1,0,1,1,0
54,Self Employed,4,Married,Simple Services,Husband,50,1,0,1,1,0
23,Private,10,Never-married,Sales,Shared Housing,30,0,0,1,1,0
45,Private,11,Widowed/Separated,Administrative,Shared Housing,40,0,0,0,1,0
36,Private,10,Married,Management,Wife,35,0,1,1,1,0
36,Private,7,Married,Specialized Services,Husband,40,1,1,1,1,1
44,Government,14,Never-married,Professional,Shared Housing,40,0,0,1,1,0
24,Private,9,Never-married,Simple Services,Single,40,1,0,0,1,0
39,Private,10,Widowed/Separated,Sales,Child,70,1,0,1,1,0
50,Private,9,Married,Simple Services,Single,40,0,0,1,1,0
38,Private,9,Married,Management,Wife,40,0,1,1,1,1
58,Private,13,Widowed/Separated,Management,Single,40,0,0,1,1,0
44,Self Employed,9,Married,Simple Services,Husband,48,1,0,0,1,0
24,Private,13,Never-married,Sales,Child,55,1,0,0,1,0
52,Self Employed,9,Married,Management,Husband,40,1,1,1,1,1
46,Private,13,Widowed/Separated,Sales,Shared Housing,40,1,1,1,1,1
50,Self Employed,16,Married,Professional,Husband,60,1,1,1,1,1
34,Private,12,Married,Specialized Services,Husband,44,1,0,1,1,0
40,Private,12,Never-married,Specialized Services,Shared Housing,40,1,0,0,1,0
53,Private,13,Widowed/Separated,Administrative,Single,40,0,0,1,1,0
24,Private,9,Never-married,Administrative,Child,40,0,0,1,1,0
26,Private,10,Married,Specialized Services,Husband,45,1,0,1,1,0
22,Private,12,Never-married,Simple Services,Child,40,1,0,1,1,0
36,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
36,Private,13,Married,Professional,Husband,45,1,1,1,0,0
43,Government,13,Married,Professional,Wife,28,0,0,1,1,0
60,Private,4,Married,Simple Services,Husband,40,1,0,1,1,0
49,Government,14,Married,Professional,Husband,40,1,1,1,1,1
34,Self Employed,4,Never-married,Simple Services,Single,10,1,0,0,1,0
46,Private,10,Married,Administrative,Husband,40,1,0,1,1,0
46,Government,13,Married,Simple Services,Husband,40,1,0,0,1,0
69,Private,9,Married,Simple Services,Husband,20,1,0,1,1,0
32,Private,6,Married,Specialized Services,Husband,40,1,1,1,1,0
40,Government,13,Never-married,Professional,Shared Housing,50,1,1,1,1,0
61,Private,3,Married,Simple Services,Husband,45,1,0,1,1,1
56,Private,10,Married,Management,Husband,40,1,1,1,1,0
47,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
29,Private,9,Married,Simple Services,Husband,40,1,0,0,1,0
37,Private,9,Married,Simple Services,Husband,46,1,0,1,1,0
51,Private,15,Never-married,Professional,Shared Housing,50,0,1,1,1,0
44,Government,14,Married,Management,Husband,40,1,1,1,1,0
33,Private,9,Widowed/Separated,Simple Services,Single,40,0,0,1,1,0
51,Self Employed,15,Widowed/Separated,Professional,Shared Housing,80,1,1,1,1,0
24,Private,11,Married,Simple Services,Husband,40,1,0,1,1,0
37,Self Employed,11,Never-married,Simple Services,Child,40,0,0,1,1,0
40,Private,10,Widowed/Separated,Management,Shared Housing,40,1,0,1,1,0
34,Private,14,Never-married,Management,Child,40,1,0,1,1,0
69,Government,7,Widowed/Separated,Administrative,Shared Housing,20,0,0,1,1,0
41,Self Employed,11,Widowed/Separated,Simple Services,Single,10,0,0,1,1,0
40,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
57,Private,10,Never-married,Simple Services,Child,40,1,0,0,1,0
26,Private,13,Married,Management,Husband,55,1,0,1,1,0
53,Private,9,Married,Specialized Services,Husband,46,1,1,1,1,0
39,Private,13,Widowed/Separated,Management,Shared Housing,55,1,0,1,1,0
51,Government,13,Widowed/Separated,Administrative,Shared Housing,40,0,0,1,1,0
56,Government,13,Married,Management,Husband,40,1,1,1,0,0
51,Private,6,Widowed/Separated,Administrative,Single,40,0,0,0,1,0
17,Private,8,Never-married,Professional,Child,20,1,0,1,1,0
42,Private,10,Widowed/Separated,Management,Shared Housing,50,0,0,1,1,0
42,Private,10,Widowed/Separated,Administrative,Child,40,0,0,1,1,0
29,Private,15,Never-married,Professional,Single,45,1,1,1,0,1
33,Private,13,Married,Professional,Husband,40,1,1,1,1,0
43,Private,10,Widowed/Separated,Simple Services,Shared Housing,40,1,0,1,1,0
64,Self Employed,15,Married,Professional,Husband,9,1,1,1,1,0
40,Private,9,Widowed/Separated,Simple Services,Shared Housing,60,1,1,1,1,0
21,Private,3,Never-married,Simple Services,Shared Housing,40,1,0,1,0,0
31,Private,10,Married,Management,Husband,40,1,0,1,1,0
60,Private,11,Widowed/Separated,Management,Single,40,0,1,0,1,0
32,Private,8,Married,Sales,Husband,40,1,1,1,1,0
27,Private,9,Never-married,Specialized Services,Child,20,1,0,0,1,0
40,Private,9,Married,Management,Wife,40,0,0,1,1,0
27,Private,9,Married,Simple Services,Wife,40,0,1,1,1,0
18,Private,10,Never-married,Simple Services,Child,30,1,0,1,1,0
43,Private,9,Widowed/Separated,Simple Services,Shared Housing,40,0,0,0,1,0
52,Private,9,Married,Simple Services,Husband,48,1,1,1,1,0
31,Private,9,Never-married,Simple Services,Shared Housing,85,1,0,1,1,0
28,Private,9,Married,Simple Services,Husband,60,1,0,1,1,0
44,Private,14,Never-married,Professional,Shared Housing,35,0,0,1,1,0
37,Self Employed,10,Married,Professional,Husband,84,1,0,1,1,0
35,Private,13,Married,Management,Husband,50,1,1,1,1,0
42,Private,5,Widowed/Separated,Specialized Services,Single,40,1,0,0,1,0
18,Private,6,Never-married,Simple Services,Child,10,1,0,0,1,0
46,Self Employed,14,Married,Sales,Husband,60,1,1,1,1,0
54,Government,9,Married,Administrative,Husband,40,1,1,1,1,0
54,Private,9,Married,Sales,Husband,50,1,0,1,1,0
56,Private,10,Widowed/Separated,Administrative,Shared Housing,45,0,0,1,0,0
27,Private,10,Never-married,Sales,Single,50,1,0,1,1,0
26,Private,13,Never-married,Administrative,Child,40,0,0,1,0,0
41,Government,10,Married,Specialized Services,Husband,40,1,0,1,1,0
32,Private,10,Widowed/Separated,Simple Services,Single,40,0,0,1,1,0
18,Private,9,Never-married,Administrative,Child,30,0,0,1,1,0
36,Private,9,Married,Simple Services,Husband,65,1,0,1,1,0
37,Private,6,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
31,Private,3,Never-married,Professional,Child,25,1,0,1,0,0
46,Private,13,Married,Management,Husband,51,1,0,1,1,0
24,Private,9,Widowed/Separated,Simple Services,Shared Housing,40,1,0,1,1,0
25,Self Employed,13,Never-married,Management,Child,35,1,0,0,0,0
55,Private,3,Married,Specialized Services,Husband,50,1,0,1,1,0
64,Government,9,Widowed/Separated,Management,Shared Housing,40,1,0,1,1,0
30,Government,13,Never-married,Professional,Shared Housing,40,0,0,1,1,0
65,Private,14,Never-married,Professional,Shared Housing,99,1,0,1,1,0
46,Government,13,Widowed/Separated,Professional,Shared Housing,40,1,0,1,1,0
45,Private,14,Married,Management,Husband,60,1,1,1,1,1
18,Private,10,Never-married,Sales,Child,25,0,0,1,1,0
32,Private,13,Married,Management,Husband,40,1,0,1,1,0
34,Government,16,Married,Professional,Husband,45,1,1,1,0,0
35,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,1
26,Private,9,Never-married,Specialized Services,Child,40,1,0,1,1,1
24,Private,10,Never-married,Sales,Shared Housing,35,1,0,1,1,0
45,Self Employed,9,Married,Sales,Husband,80,1,1,1,1,1
36,Private,6,Never-married,Simple Services,Shared Housing,34,0,0,1,1,0
44,Private,4,Married,Simple Services,Husband,40,1,0,0,0,0
23,Private,10,Never-married,Administrative,Shared Housing,60,0,0,1,1,0
57,Private,9,Married,Specialized Services,Husband,55,1,0,1,1,0
41,Self Employed,10,Married,Sales,Husband,60,1,1,1,0,0
20,Government,9,Married,Public Safety,Husband,30,1,0,0,0,0
32,Private,10,Married,Specialized Services,Husband,36,1,0,1,1,0
60,Private,9,Married,Simple Services,Wife,40,0,1,1,1,1
38,Self Employed,13,Never-married,Specialized Services,Shared Housing,20,0,0,1,1,0
29,Private,9,Never-married,Simple Services,Shared Housing,45,0,0,1,1,0
22,Private,9,Never-married,Specialized Services,Child,40,1,0,1,1,0
21,Private,10,Never-married,Sales,Child,30,1,0,0,0,0
40,Government,9,Married,Simple Services,Shared Housing,40,1,0,1,1,1
59,Private,10,Married,Management,Husband,45,1,1,1,1,0
45,Government,14,Widowed/Separated,Management,Shared Housing,45,1,0,1,1,0
76,Government,9,Widowed/Separated,Simple Services,Shared Housing,13,0,0,1,1,0
45,Private,13,Married,Simple Services,Husband,40,1,1,1,1,0
49,Government,14,Widowed/Separated,Professional,Single,70,0,0,1,1,0
36,Government,11,Never-married,Public Safety,Shared Housing,60,0,1,0,1,0
22,Private,7,Never-married,Specialized Services,Child,35,1,0,1,1,0
47,Private,11,Widowed/Separated,Professional,Single,44,0,0,1,1,0
26,Private,9,Married,Sales,Husband,55,1,0,1,1,0
21,Private,10,Widowed/Separated,Specialized Services,Child,40,1,0,1,1,0
27,Private,9,Never-married,Simple Services,Child,15,0,0,1,1,0
26,Private,13,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
20,Private,11,Never-married,Specialized Services,Child,25,0,0,1,1,0
31,Self Employed,14,Never-married,Professional,Shared Housing,45,1,0,1,0,0
57,Government,14,Widowed/Separated,Simple Services,Single,40,0,0,0,1,0
39,Private,7,Widowed/Separated,Sales,Shared Housing,40,0,0,1,1,0
36,Private,12,Never-married,Specialized Services,Shared Housing,40,1,1,0,0,1
66,Private,10,Married,Management,Husband,45,1,0,1,1,0
34,Government,10,Married,Specialized Services,Husband,40,1,0,1,1,0
21,Private,9,Never-married,Simple Services,Shared Housing,40,0,0,1,1,0
40,Private,13,Married,Management,Husband,32,1,1,1,1,0
49,Government,12,Widowed/Separated,Administrative,Shared Housing,30,0,0,1,1,0
48,Self Employed,10,Widowed/Separated,Sales,Shared Housing,60,0,0,1,1,1
19,Government,10,Never-married,Simple Services,Shared Housing,24,1,0,1,1,1
42,Private,7,Married,Simple Services,Husband,40,1,0,0,1,0
59,Private,9,Married,Simple Services,Husband,45,1,0,1,1,0
63,Private,10,Widowed/Separated,Simple Services,Shared Housing,40,0,0,1,1,0
26,Private,9,Never-married,Specialized Services,Shared Housing,40,1,0,1,1,0
41,Private,5,Widowed/Separated,Simple Services,Shared Housing,35,0,0,1,1,0
42,Private,10,Married,Administrative,Husband,40,1,0,1,1,0
19,Private,9,Never-married,Simple Services,Child,20,1,0,1,1,0
